CISP;mes;ano;pop
14;1;2006;85803
14;2;2006;85858
14;3;2006;85912
14;4;2006;85967
14;5;2006;86021
14;6;2006;86076
14;7;2006;86129
14;8;2006;86183
14;9;2006;86238
14;10;2006;86293
14;11;2006;86348
14;12;2006;86403
15;1;2006;143357
15;2;2006;143449
15;3;2006;143540
15;4;2006;143631
15;5;2006;143722
15;6;2006;143814
15;7;2006;143901
15;8;2006;143993
15;9;2006;144084
15;10;2006;144176
15;11;2006;144268
15;12;2006;144359
16;1;2006;294170
16;2;2006;294357
16;3;2006;294544
16;4;2006;294731
16;5;2006;294918
16;6;2006;295106
16;7;2006;295286
16;8;2006;295473
16;9;2006;295661
16;10;2006;295849
16;11;2006;296037
16;12;2006;296226
17;1;2006;77605
17;2;2006;77654
17;3;2006;77704
17;4;2006;77753
17;5;2006;77803
17;6;2006;77852
17;7;2006;77900
17;8;2006;77949
17;9;2006;77999
17;10;2006;78048
17;11;2006;78098
17;12;2006;78147
18;1;2006;65443
18;2;2006;65485
18;3;2006;65526
18;4;2006;65568
18;5;2006;65609
18;6;2006;65651
18;7;2006;65691
18;8;2006;65733
18;9;2006;65775
18;10;2006;65817
18;11;2006;65858
18;12;2006;65900
19;1;2006;134664
19;2;2006;134750
19;3;2006;134835
19;4;2006;134921
19;5;2006;135007
19;6;2006;135093
19;7;2006;135175
19;8;2006;135261
19;9;2006;135347
19;10;2006;135433
19;11;2006;135519
19;12;2006;135605
20;1;2006;158540
20;2;2006;158641
20;3;2006;158742
20;4;2006;158843
20;5;2006;158944
20;6;2006;159045
20;7;2006;159142
20;8;2006;159243
20;9;2006;159344
20;10;2006;159446
20;11;2006;159547
20;12;2006;159648
21;1;2006;257300
21;2;2006;257463
21;3;2006;257627
21;4;2006;257791
21;5;2006;257955
21;6;2006;258119
21;7;2006;258276
21;8;2006;258440
21;9;2006;258605
21;10;2006;258769
21;11;2006;258933
21;12;2006;259098
22;1;2006;231709
22;2;2006;231856
22;3;2006;232004
22;4;2006;232151
22;5;2006;232299
22;6;2006;232446
22;7;2006;232588
22;8;2006;232736
22;9;2006;232884
22;10;2006;233032
22;11;2006;233180
22;12;2006;233328
23;1;2006;89143
23;2;2006;89200
23;3;2006;89256
23;4;2006;89313
23;5;2006;89370
23;6;2006;89427
23;7;2006;89481
23;8;2006;89538
23;9;2006;89595
23;10;2006;89652
23;11;2006;89709
23;12;2006;89766
24;1;2006;93745
24;2;2006;93804
24;3;2006;93864
24;4;2006;93924
24;5;2006;93983
24;6;2006;94043
24;7;2006;94100
24;8;2006;94160
24;9;2006;94220
24;10;2006;94280
24;11;2006;94340
24;12;2006;94400
25;1;2006;125577
25;2;2006;125657
25;3;2006;125737
25;4;2006;125816
25;5;2006;125896
25;6;2006;125977
25;7;2006;126053
25;8;2006;126133
25;9;2006;126214
25;10;2006;126294
25;11;2006;126374
25;12;2006;126454
26;1;2006;112516
26;2;2006;112588
26;3;2006;112659
26;4;2006;112731
26;5;2006;112802
26;6;2006;112874
26;7;2006;112943
26;8;2006;113015
26;9;2006;113087
26;10;2006;113158
26;11;2006;113230
26;12;2006;113302
27;1;2006;183587
27;2;2006;183704
27;3;2006;183820
27;4;2006;183937
27;5;2006;184054
27;6;2006;184171
27;7;2006;184283
27;8;2006;184401
27;9;2006;184518
27;10;2006;184635
27;11;2006;184752
27;12;2006;184870
28;1;2006;166435
28;2;2006;166541
28;3;2006;166647
28;4;2006;166753
28;5;2006;166859
28;6;2006;166965
28;7;2006;167066
28;8;2006;167173
28;9;2006;167279
28;10;2006;167385
28;11;2006;167492
28;12;2006;167598
29;1;2006;101252
29;2;2006;101316
29;3;2006;101381
29;4;2006;101445
29;5;2006;101510
29;6;2006;101574
29;7;2006;101636
29;8;2006;101701
29;9;2006;101765
29;10;2006;101830
29;11;2006;101895
29;12;2006;101959
30;1;2006;121580
30;2;2006;121657
30;3;2006;121734
30;4;2006;121812
30;5;2006;121889
30;6;2006;121967
30;7;2006;122041
30;8;2006;122119
30;9;2006;122196
30;10;2006;122274
30;11;2006;122352
30;12;2006;122430
31;1;2006;152997
31;2;2006;153095
31;3;2006;153192
31;4;2006;153289
31;5;2006;153387
31;6;2006;153484
31;7;2006;153578
31;8;2006;153675
31;9;2006;153773
31;10;2006;153871
31;11;2006;153969
31;12;2006;154066
32;1;2006;356640
32;2;2006;356867
32;3;2006;357094
32;4;2006;357321
32;5;2006;357548
32;6;2006;357775
32;7;2006;357993
32;8;2006;358221
32;9;2006;358449
32;10;2006;358676
32;11;2006;358904
32;12;2006;359133
33;1;2006;234839
33;2;2006;234988
33;3;2006;235138
33;4;2006;235287
33;5;2006;235437
33;6;2006;235586
33;7;2006;235730
33;8;2006;235880
33;9;2006;236030
33;10;2006;236180
33;11;2006;236330
33;12;2006;236480
34;1;2006;413650
34;2;2006;413913
34;3;2006;414176
34;4;2006;414439
34;5;2006;414702
34;6;2006;414966
34;7;2006;415219
34;8;2006;415483
34;9;2006;415747
34;10;2006;416011
34;11;2006;416276
34;12;2006;416540
35;1;2006;523866
35;2;2006;524199
35;3;2006;524532
35;4;2006;524865
35;5;2006;525199
35;6;2006;525533
35;7;2006;525853
35;8;2006;526187
35;9;2006;526522
35;10;2006;526857
35;11;2006;527192
35;12;2006;527527
36;1;2006;301475
36;2;2006;301666
36;3;2006;301858
36;4;2006;302050
36;5;2006;302242
36;6;2006;302434
36;7;2006;302618
36;8;2006;302811
36;9;2006;303003
36;10;2006;303196
36;11;2006;303389
36;12;2006;303582
37;1;2006;205430
37;2;2006;205560
37;3;2006;205691
37;4;2006;205822
37;5;2006;205953
37;6;2006;206084
37;7;2006;206209
37;8;2006;206340
37;9;2006;206471
37;10;2006;206603
37;11;2006;206734
37;12;2006;206865
38;1;2006;201760
38;2;2006;201889
38;3;2006;202017
38;4;2006;202145
38;5;2006;202274
38;6;2006;202403
38;7;2006;202526
38;8;2006;202655
38;9;2006;202783
38;10;2006;202912
38;11;2006;203041
38;12;2006;203170
39;1;2006;170462
39;2;2006;170570
39;3;2006;170679
39;4;2006;170787
39;5;2006;170896
39;6;2006;171004
39;7;2006;171109
39;8;2006;171217
39;9;2006;171326
39;10;2006;171435
39;11;2006;171544
39;12;2006;171653
40;1;2006;107830
40;2;2006;107899
40;3;2006;107968
40;4;2006;108036
40;5;2006;108105
40;6;2006;108174
40;7;2006;108240
40;8;2006;108308
40;9;2006;108377
40;10;2006;108446
40;11;2006;108515
40;12;2006;108584
41;1;2006;138267
41;2;2006;138355
41;3;2006;138443
41;4;2006;138531
41;5;2006;138619
41;6;2006;138708
41;7;2006;138792
41;8;2006;138880
41;9;2006;138969
41;10;2006;139057
41;11;2006;139145
41;12;2006;139234
43;1;2006;170193
43;2;2006;170301
43;3;2006;170410
43;4;2006;170518
43;5;2006;170626
43;6;2006;170735
43;7;2006;170839
43;8;2006;170948
43;9;2006;171056
43;10;2006;171165
43;11;2006;171274
43;12;2006;171383
44;1;2006;114629
44;2;2006;114701
44;3;2006;114774
44;4;2006;114847
44;5;2006;114920
44;6;2006;114993
44;7;2006;115063
44;8;2006;115137
44;9;2006;115210
44;10;2006;115283
44;11;2006;115356
44;12;2006;115430
48;1;2006;72085
48;2;2006;72195
48;3;2006;72304
48;4;2006;72414
48;5;2006;72524
48;6;2006;72634
48;7;2006;72734
48;8;2006;72844
48;9;2006;72955
48;10;2006;73066
48;11;2006;73177
48;12;2006;73288
50;1;2006;95960
50;2;2006;96191
50;3;2006;96423
50;4;2006;96656
50;5;2006;96889
50;6;2006;97123
50;7;2006;97321
50;8;2006;97556
50;9;2006;97791
50;10;2006;98027
50;11;2006;98263
50;12;2006;98500
51;1;2006;44009
51;2;2006;44065
51;3;2006;44121
51;4;2006;44178
51;5;2006;44234
51;6;2006;44291
51;7;2006;44342
51;8;2006;44399
51;9;2006;44456
51;10;2006;44513
51;11;2006;44569
51;12;2006;44626
52;1;2006;175445
52;2;2006;175504
52;3;2006;175563
52;4;2006;175622
52;5;2006;175681
52;6;2006;175740
52;7;2006;175797
52;8;2006;175856
52;9;2006;175915
52;10;2006;175974
52;11;2006;176034
52;12;2006;176093
53;1;2006;168225
53;2;2006;168228
53;3;2006;168231
53;4;2006;168234
53;5;2006;168236
53;6;2006;168239
53;7;2006;168242
53;8;2006;168245
53;9;2006;168248
53;10;2006;168250
53;11;2006;168253
53;12;2006;168256
54;1;2006;453319
54;2;2006;453611
54;3;2006;453904
54;4;2006;454197
54;5;2006;454491
54;6;2006;454784
54;7;2006;455065
54;8;2006;455359
54;9;2006;455653
54;10;2006;455947
54;11;2006;456242
54;12;2006;456536
55;1;2006;130537
55;2;2006;130672
55;3;2006;130806
55;4;2006;130941
55;5;2006;131076
55;6;2006;131212
55;7;2006;131338
55;8;2006;131473
55;9;2006;131609
55;10;2006;131745
55;11;2006;131880
55;12;2006;132017
56;1;2006;261070
56;2;2006;261158
56;3;2006;261245
56;4;2006;261333
56;5;2006;261421
56;6;2006;261508
56;7;2006;261594
56;8;2006;261682
56;9;2006;261770
56;10;2006;261858
56;11;2006;261946
56;12;2006;262034
57;1;2006;155743
57;2;2006;155774
57;3;2006;155805
57;4;2006;155836
57;5;2006;155867
57;6;2006;155899
57;7;2006;155929
57;8;2006;155960
57;9;2006;155991
57;10;2006;156022
57;11;2006;156053
57;12;2006;156084
58;1;2006;345469
58;2;2006;345585
58;3;2006;345701
58;4;2006;345817
58;5;2006;345933
58;6;2006;346049
58;7;2006;346163
58;8;2006;346279
58;9;2006;346395
58;10;2006;346511
58;11;2006;346628
58;12;2006;346744
59;1;2006;337938
59;2;2006;338214
59;3;2006;338491
59;4;2006;338768
59;5;2006;339045
59;6;2006;339323
59;7;2006;339585
59;8;2006;339863
59;9;2006;340141
59;10;2006;340420
59;11;2006;340698
59;12;2006;340977
60;1;2006;271489
60;2;2006;271711
60;3;2006;271933
60;4;2006;272156
60;5;2006;272378
60;6;2006;272601
60;7;2006;272812
60;8;2006;273035
60;9;2006;273259
60;10;2006;273482
60;11;2006;273706
60;12;2006;273930
61;1;2006;57895
61;2;2006;57942
61;3;2006;57990
61;4;2006;58037
61;5;2006;58085
61;6;2006;58132
61;7;2006;58177
61;8;2006;58225
61;9;2006;58272
61;10;2006;58320
61;11;2006;58368
61;12;2006;58416
62;1;2006;150964
62;2;2006;151088
62;3;2006;151212
62;4;2006;151335
62;5;2006;151459
62;6;2006;151583
62;7;2006;151700
62;8;2006;151825
62;9;2006;151949
62;10;2006;152073
62;11;2006;152198
62;12;2006;152322
63;1;2006;89792
63;2;2006;89895
63;3;2006;89999
63;4;2006;90102
63;5;2006;90205
63;6;2006;90309
63;7;2006;90405
63;8;2006;90509
63;9;2006;90613
63;10;2006;90717
63;11;2006;90821
63;12;2006;90925
64;1;2006;454512
64;2;2006;454589
64;3;2006;454665
64;4;2006;454742
64;5;2006;454819
64;6;2006;454896
64;7;2006;454972
64;8;2006;455049
64;9;2006;455126
64;10;2006;455202
64;11;2006;455279
64;12;2006;455356
65;1;2006;128046
65;2;2006;128230
65;3;2006;128415
65;4;2006;128600
65;5;2006;128785
65;6;2006;128971
65;7;2006;129139
65;8;2006;129326
65;9;2006;129514
65;10;2006;129702
65;11;2006;129890
65;12;2006;130078
66;1;2006;134235
66;2;2006;134347
66;3;2006;134459
66;4;2006;134571
66;5;2006;134682
66;6;2006;134794
66;7;2006;134900
66;8;2006;135013
66;9;2006;135125
66;10;2006;135237
66;11;2006;135350
66;12;2006;135462
71;1;2006;232244
71;2;2006;232541
71;3;2006;232839
71;4;2006;233138
71;5;2006;233437
71;6;2006;233736
71;7;2006;234010
71;8;2006;234310
71;9;2006;234610
71;10;2006;234911
71;11;2006;235212
71;12;2006;235513
72;1;2006;327696
72;2;2006;328011
72;3;2006;328328
72;4;2006;328644
72;5;2006;328961
72;6;2006;329278
72;7;2006;329575
72;8;2006;329893
72;9;2006;330211
72;10;2006;330529
72;11;2006;330848
72;12;2006;331167
73;1;2006;158562
73;2;2006;158714
73;3;2006;158867
73;4;2006;159021
73;5;2006;159174
73;6;2006;159327
73;7;2006;159471
73;8;2006;159625
73;9;2006;159779
73;10;2006;159933
73;11;2006;160087
73;12;2006;160241
74;1;2006;207326
74;2;2006;207526
74;3;2006;207726
74;4;2006;207926
74;5;2006;208127
74;6;2006;208328
74;7;2006;208516
74;8;2006;208717
74;9;2006;208918
74;10;2006;209119
74;11;2006;209321
74;12;2006;209523
75;1;2006;255751
75;2;2006;255997
75;3;2006;256244
75;4;2006;256491
75;5;2006;256738
75;6;2006;256986
75;7;2006;257218
75;8;2006;257466
75;9;2006;257714
75;10;2006;257963
75;11;2006;258211
75;12;2006;258460
76;1;2006;74384
76;2;2006;74421
76;3;2006;74458
76;4;2006;74495
76;5;2006;74532
76;6;2006;74569
76;7;2006;74605
76;8;2006;74642
76;9;2006;74679
76;10;2006;74716
76;11;2006;74753
76;12;2006;74790
77;1;2006;141049
77;2;2006;141119
77;3;2006;141189
77;4;2006;141259
77;5;2006;141329
77;6;2006;141399
77;7;2006;141467
77;8;2006;141537
77;9;2006;141608
77;10;2006;141678
77;11;2006;141748
77;12;2006;141818
78;1;2006;122611
78;2;2006;122672
78;3;2006;122733
78;4;2006;122794
78;5;2006;122855
78;6;2006;122916
78;7;2006;122975
78;8;2006;123036
78;9;2006;123097
78;10;2006;123158
78;11;2006;123219
78;12;2006;123280
79;1;2006;70921
79;2;2006;70956
79;3;2006;70991
79;4;2006;71027
79;5;2006;71062
79;6;2006;71097
79;7;2006;71131
79;8;2006;71167
79;9;2006;71202
79;10;2006;71237
79;11;2006;71273
79;12;2006;71308
81;1;2006;65744
81;2;2006;65777
81;3;2006;65809
81;4;2006;65842
81;5;2006;65875
81;6;2006;65907
81;7;2006;65939
81;8;2006;65972
81;9;2006;66005
81;10;2006;66037
81;11;2006;66070
81;12;2006;66103
82;1;2006;101501
82;2;2006;101941
82;3;2006;102383
82;4;2006;102827
82;5;2006;103273
82;6;2006;103721
82;7;2006;104047
82;8;2006;104498
82;9;2006;104951
82;10;2006;105407
82;11;2006;105864
82;12;2006;106323
88;1;2006;91902
88;2;2006;91955
88;3;2006;92007
88;4;2006;92060
88;5;2006;92113
88;6;2006;92166
88;7;2006;92216
88;8;2006;92269
88;9;2006;92322
88;10;2006;92375
88;11;2006;92428
88;12;2006;92481
89;1;2006;112668
89;2;2006;112797
89;3;2006;112925
89;4;2006;113054
89;5;2006;113183
89;6;2006;113312
89;7;2006;113432
89;8;2006;113561
89;9;2006;113691
89;10;2006;113820
89;11;2006;113950
89;12;2006;114080
90;1;2006;174601
90;2;2006;174660
90;3;2006;174719
90;4;2006;174779
90;5;2006;174838
90;6;2006;174897
90;7;2006;174955
90;8;2006;175014
90;9;2006;175073
90;10;2006;175132
90;11;2006;175192
90;12;2006;175251
91;1;2006;69298
91;2;2006;69345
91;3;2006;69391
91;4;2006;69438
91;5;2006;69484
91;6;2006;69531
91;7;2006;69576
91;8;2006;69622
91;9;2006;69669
91;10;2006;69716
91;11;2006;69762
91;12;2006;69809
92;1;2006;8127
92;2;2006;8135
92;3;2006;8142
92;4;2006;8150
92;5;2006;8158
92;6;2006;8166
92;7;2006;8174
92;8;2006;8181
92;9;2006;8189
92;10;2006;8197
92;11;2006;8205
92;12;2006;8213
93;1;2006;250599
93;2;2006;250731
93;3;2006;250863
93;4;2006;250996
93;5;2006;251128
93;6;2006;251260
93;7;2006;251388
93;8;2006;251520
93;9;2006;251653
93;10;2006;251785
93;11;2006;251918
93;12;2006;252050
94;1;2006;24337
94;2;2006;24373
94;3;2006;24408
94;4;2006;24444
94;5;2006;24480
94;6;2006;24515
94;7;2006;24548
94;8;2006;24584
94;9;2006;24619
94;10;2006;24655
94;11;2006;24691
94;12;2006;24727
95;1;2006;33046
95;2;2006;33071
95;3;2006;33096
95;4;2006;33121
95;5;2006;33146
95;6;2006;33171
95;7;2006;33194
95;8;2006;33219
95;9;2006;33244
95;10;2006;33269
95;11;2006;33294
95;12;2006;33319
96;1;2006;50013
96;2;2006;50031
96;3;2006;50049
96;4;2006;50067
96;5;2006;50086
96;6;2006;50104
96;7;2006;50122
96;8;2006;50140
96;9;2006;50158
96;10;2006;50176
96;11;2006;50194
96;12;2006;50213
97;1;2006;17641
97;2;2006;17647
97;3;2006;17652
97;4;2006;17658
97;5;2006;17663
97;6;2006;17668
97;7;2006;17674
97;8;2006;17679
97;9;2006;17685
97;10;2006;17690
97;11;2006;17695
97;12;2006;17701
98;1;2006;12743
98;2;2006;12752
98;3;2006;12761
98;4;2006;12770
98;5;2006;12779
98;6;2006;12788
98;7;2006;12797
98;8;2006;12806
98;9;2006;12815
98;10;2006;12824
98;11;2006;12833
98;12;2006;12842
99;1;2006;26889
99;2;2006;26923
99;3;2006;26957
99;4;2006;26991
99;5;2006;27026
99;6;2006;27060
99;7;2006;27092
99;8;2006;27126
99;9;2006;27161
99;10;2006;27195
99;11;2006;27230
99;12;2006;27264
100;1;2006;26216
100;2;2006;26271
100;3;2006;26328
100;4;2006;26384
100;5;2006;26440
100;6;2006;26496
100;7;2006;26545
100;8;2006;26602
100;9;2006;26659
100;10;2006;26716
100;11;2006;26773
100;12;2006;26830
101;1;2006;21201
101;2;2006;21229
101;3;2006;21256
101;4;2006;21284
101;5;2006;21311
101;6;2006;21339
101;7;2006;21364
101;8;2006;21391
101;9;2006;21419
101;10;2006;21447
101;11;2006;21474
101;12;2006;21502
104;1;2006;19807
104;2;2006;19815
104;3;2006;19824
104;4;2006;19832
104;5;2006;19840
104;6;2006;19848
104;7;2006;19856
104;8;2006;19864
104;9;2006;19872
104;10;2006;19881
104;11;2006;19889
104;12;2006;19897
105;1;2006;248138
105;2;2006;248205
105;3;2006;248272
105;4;2006;248339
105;5;2006;248405
105;6;2006;248472
105;7;2006;248538
105;8;2006;248605
105;9;2006;248671
105;10;2006;248738
105;11;2006;248805
105;12;2006;248872
106;1;2006;43521
106;2;2006;43533
106;3;2006;43544
106;4;2006;43556
106;5;2006;43568
106;6;2006;43579
106;7;2006;43591
106;8;2006;43603
106;9;2006;43614
106;10;2006;43626
106;11;2006;43638
106;12;2006;43650
107;1;2006;39389
107;2;2006;39420
107;3;2006;39451
107;4;2006;39482
107;5;2006;39513
107;6;2006;39544
107;7;2006;39573
107;8;2006;39604
107;9;2006;39635
107;10;2006;39666
107;11;2006;39697
107;12;2006;39728
108;1;2006;93703
108;2;2006;93763
108;3;2006;93824
108;4;2006;93885
108;5;2006;93946
108;6;2006;94007
108;7;2006;94065
108;8;2006;94126
108;9;2006;94188
108;10;2006;94249
108;11;2006;94310
108;12;2006;94371
109;1;2006;17358
109;2;2006;17362
109;3;2006;17365
109;4;2006;17368
109;5;2006;17371
109;6;2006;17374
109;7;2006;17377
109;8;2006;17380
109;9;2006;17383
109;10;2006;17386
109;11;2006;17389
109;12;2006;17392
110;1;2006;151664
110;2;2006;151882
110;3;2006;152099
110;4;2006;152317
110;5;2006;152535
110;6;2006;152754
110;7;2006;152952
110;8;2006;153171
110;9;2006;153391
110;10;2006;153611
110;11;2006;153831
110;12;2006;154051
111;1;2006;14570
111;2;2006;14576
111;3;2006;14582
111;4;2006;14588
111;5;2006;14594
111;6;2006;14600
111;7;2006;14606
111;8;2006;14612
111;9;2006;14618
111;10;2006;14624
111;11;2006;14630
111;12;2006;14636
112;1;2006;16434
112;2;2006;16453
112;3;2006;16471
112;4;2006;16489
112;5;2006;16507
112;6;2006;16525
112;7;2006;16542
112;8;2006;16560
112;9;2006;16579
112;10;2006;16597
112;11;2006;16615
112;12;2006;16633
118;1;2006;97791
118;2;2006;98041
118;3;2006;98292
118;4;2006;98543
118;5;2006;98795
118;6;2006;99047
118;7;2006;99259
118;8;2006;99512
118;9;2006;99767
118;10;2006;100022
118;11;2006;100277
118;12;2006;100534
119;1;2006;52835
119;2;2006;52884
119;3;2006;52933
119;4;2006;52983
119;5;2006;53032
119;6;2006;53082
119;7;2006;53128
119;8;2006;53178
119;9;2006;53228
119;10;2006;53277
119;11;2006;53327
119;12;2006;53377
120;1;2006;21311
120;2;2006;21312
120;3;2006;21313
120;4;2006;21313
120;5;2006;21314
120;6;2006;21315
120;7;2006;21315
120;8;2006;21316
120;9;2006;21317
120;10;2006;21317
120;11;2006;21318
120;12;2006;21319
121;1;2006;28658
121;2;2006;28773
121;3;2006;28887
121;4;2006;29002
121;5;2006;29118
121;6;2006;29234
121;7;2006;29321
121;8;2006;29438
121;9;2006;29555
121;10;2006;29673
121;11;2006;29791
121;12;2006;29910
122;1;2006;20082
122;2;2006;20102
122;3;2006;20123
122;4;2006;20144
122;5;2006;20164
122;6;2006;20185
122;7;2006;20204
122;8;2006;20224
122;9;2006;20245
122;10;2006;20266
122;11;2006;20286
122;12;2006;20307
123;1;2006;197254
123;2;2006;197993
123;3;2006;198735
123;4;2006;199479
123;5;2006;200227
123;6;2006;200977
123;7;2006;201549
123;8;2006;202305
123;9;2006;203063
123;10;2006;203824
123;11;2006;204588
123;12;2006;205355
124;1;2006;63515
124;2;2006;63702
124;3;2006;63890
124;4;2006;64078
124;5;2006;64267
124;6;2006;64456
124;7;2006;64609
124;8;2006;64800
124;9;2006;64990
124;10;2006;65182
124;11;2006;65374
124;12;2006;65566
125;1;2006;75795
125;2;2006;76006
125;3;2006;76218
125;4;2006;76431
125;5;2006;76644
125;6;2006;76858
125;7;2006;77034
125;8;2006;77248
125;9;2006;77464
125;10;2006;77680
125;11;2006;77897
125;12;2006;78114
126;1;2006;182635
126;2;2006;183178
126;3;2006;183723
126;4;2006;184270
126;5;2006;184818
126;6;2006;185368
126;7;2006;185813
126;8;2006;186367
126;9;2006;186923
126;10;2006;187480
126;11;2006;188039
126;12;2006;188600
127;1;2006;22877
127;2;2006;22958
127;3;2006;23039
127;4;2006;23120
127;5;2006;23202
127;6;2006;23284
127;7;2006;23347
127;8;2006;23430
127;9;2006;23512
127;10;2006;23595
127;11;2006;23678
127;12;2006;23762
128;1;2006;65607
128;2;2006;66221
128;3;2006;66842
128;4;2006;67468
128;5;2006;68100
128;6;2006;68738
128;7;2006;69011
128;8;2006;69657
128;9;2006;70310
128;10;2006;70968
128;11;2006;71633
128;12;2006;72304
129;1;2006;18966
129;2;2006;19033
129;3;2006;19100
129;4;2006;19167
129;5;2006;19235
129;6;2006;19303
129;7;2006;19356
129;8;2006;19424
129;9;2006;19493
129;10;2006;19561
129;11;2006;19630
129;12;2006;19700
134;1;2006;277097
134;2;2006;277400
134;3;2006;277704
134;4;2006;278008
134;5;2006;278312
134;6;2006;278617
134;7;2006;278900
134;8;2006;279205
134;9;2006;279511
134;10;2006;279817
134;11;2006;280124
134;12;2006;280430
135;1;2006;22946
135;2;2006;22945
135;3;2006;22944
135;4;2006;22943
135;5;2006;22942
135;6;2006;22941
135;7;2006;22941
135;8;2006;22940
135;9;2006;22939
135;10;2006;22938
135;11;2006;22937
135;12;2006;22936
136;1;2006;48885
136;2;2006;48919
136;3;2006;48954
136;4;2006;48988
136;5;2006;49023
136;6;2006;49057
136;7;2006;49090
136;8;2006;49125
136;9;2006;49160
136;10;2006;49195
136;11;2006;49230
136;12;2006;49265
137;1;2006;26942
137;2;2006;26940
137;3;2006;26939
137;4;2006;26937
137;5;2006;26935
137;6;2006;26933
137;7;2006;26931
137;8;2006;26929
137;9;2006;26928
137;10;2006;26926
137;11;2006;26924
137;12;2006;26922
138;1;2006;7674
138;2;2006;7671
138;3;2006;7667
138;4;2006;7664
138;5;2006;7660
138;6;2006;7657
138;7;2006;7653
138;8;2006;7650
138;9;2006;7646
138;10;2006;7643
138;11;2006;7639
138;12;2006;7636
139;1;2006;16923
139;2;2006;16938
139;3;2006;16953
139;4;2006;16968
139;5;2006;16984
139;6;2006;16999
139;7;2006;17013
139;8;2006;17029
139;9;2006;17044
139;10;2006;17059
139;11;2006;17075
139;12;2006;17090
140;1;2006;23810
140;2;2006;23823
140;3;2006;23836
140;4;2006;23850
140;5;2006;23863
140;6;2006;23876
140;7;2006;23889
140;8;2006;23903
140;9;2006;23916
140;10;2006;23930
140;11;2006;23943
140;12;2006;23957
141;1;2006;37202
141;2;2006;37208
141;3;2006;37214
141;4;2006;37221
141;5;2006;37227
141;6;2006;37233
141;7;2006;37240
141;8;2006;37246
141;9;2006;37252
141;10;2006;37258
141;11;2006;37265
141;12;2006;37271
142;1;2006;14756
142;2;2006;14757
142;3;2006;14759
142;4;2006;14760
142;5;2006;14761
142;6;2006;14763
142;7;2006;14764
142;8;2006;14765
142;9;2006;14767
142;10;2006;14768
142;11;2006;14769
142;12;2006;14771
143;1;2006;124350
143;2;2006;124443
143;3;2006;124537
143;4;2006;124631
143;5;2006;124725
143;6;2006;124819
143;7;2006;124909
143;8;2006;125003
143;9;2006;125098
143;10;2006;125192
143;11;2006;125287
143;12;2006;125382
144;1;2006;34610
144;2;2006;34625
144;3;2006;34639
144;4;2006;34654
144;5;2006;34669
144;6;2006;34684
144;7;2006;34698
144;8;2006;34713
144;9;2006;34727
144;10;2006;34742
144;11;2006;34757
144;12;2006;34772
145;1;2006;30364
145;2;2006;30407
145;3;2006;30450
145;4;2006;30493
145;5;2006;30536
145;6;2006;30579
145;7;2006;30618
145;8;2006;30662
145;9;2006;30705
145;10;2006;30748
145;11;2006;30792
145;12;2006;30835
146;1;2006;160199
146;2;2006;160375
146;3;2006;160550
146;4;2006;160726
146;5;2006;160902
146;6;2006;161078
146;7;2006;161242
146;8;2006;161418
146;9;2006;161595
146;10;2006;161772
146;11;2006;161949
146;12;2006;162126
147;1;2006;41260
147;2;2006;41262
147;3;2006;41263
147;4;2006;41265
147;5;2006;41267
147;6;2006;41269
147;7;2006;41270
147;8;2006;41272
147;9;2006;41274
147;10;2006;41276
147;11;2006;41277
147;12;2006;41279
151;1;2006;178132
151;2;2006;178204
151;3;2006;178277
151;4;2006;178350
151;5;2006;178422
151;6;2006;178495
151;7;2006;178566
151;8;2006;178638
151;9;2006;178711
151;10;2006;178784
151;11;2006;178857
151;12;2006;178930
152;1;2006;10658
152;2;2006;10663
152;3;2006;10668
152;4;2006;10673
152;5;2006;10678
152;6;2006;10683
152;7;2006;10688
152;8;2006;10693
152;9;2006;10698
152;10;2006;10703
152;11;2006;10708
152;12;2006;10713
153;1;2006;19832
153;2;2006;19832
153;3;2006;19832
153;4;2006;19832
153;5;2006;19832
153;6;2006;19832
153;7;2006;19832
153;8;2006;19832
153;9;2006;19832
153;10;2006;19832
153;11;2006;19832
153;12;2006;19832
154;1;2006;24679
154;2;2006;24698
154;3;2006;24716
154;4;2006;24735
154;5;2006;24754
154;6;2006;24772
154;7;2006;24790
154;8;2006;24809
154;9;2006;24827
154;10;2006;24846
154;11;2006;24865
154;12;2006;24884
155;1;2006;8670
155;2;2006;8674
155;3;2006;8678
155;4;2006;8682
155;5;2006;8686
155;6;2006;8690
155;7;2006;8694
155;8;2006;8699
155;9;2006;8703
155;10;2006;8707
155;11;2006;8711
155;12;2006;8715
156;1;2006;10390
156;2;2006;10389
156;3;2006;10388
156;4;2006;10387
156;5;2006;10385
156;6;2006;10384
156;7;2006;10383
156;8;2006;10381
156;9;2006;10380
156;10;2006;10379
156;11;2006;10378
156;12;2006;10376
157;1;2006;10175
157;2;2006;10177
157;3;2006;10179
157;4;2006;10182
157;5;2006;10184
157;6;2006;10186
157;7;2006;10188
157;8;2006;10190
157;9;2006;10192
157;10;2006;10194
157;11;2006;10196
157;12;2006;10198
158;1;2006;24090
158;2;2006;24112
158;3;2006;24135
158;4;2006;24157
158;5;2006;24180
158;6;2006;24203
158;7;2006;24224
158;8;2006;24247
158;9;2006;24270
158;10;2006;24292
158;11;2006;24315
158;12;2006;24338
159;1;2006;51617
159;2;2006;51665
159;3;2006;51713
159;4;2006;51762
159;5;2006;51810
159;6;2006;51858
