CISP;mes;ano;mes_ano;AISP;RISP;munic;mcirc;Regiao;roubo_carga
1;1;2003;2003m1;5;1;Rio de Janeiro;3304557;Capital;1
1;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;6
1;3;2003;2003m3;5;1;Rio de Janeiro;3304557;Capital;5
1;4;2003;2003m4;5;1;Rio de Janeiro;3304557;Capital;4
1;5;2003;2003m5;5;1;Rio de Janeiro;3304557;Capital;1
1;6;2003;2003m6;5;1;Rio de Janeiro;3304557;Capital;3
1;7;2003;2003m7;5;1;Rio de Janeiro;3304557;Capital;5
1;8;2003;2003m8;5;1;Rio de Janeiro;3304557;Capital;2
1;9;2003;2003m9;5;1;Rio de Janeiro;3304557;Capital;0
1;10;2003;2003m10;5;1;Rio de Janeiro;3304557;Capital;5
1;11;2003;2003m11;5;1;Rio de Janeiro;3304557;Capital;7
1;12;2003;2003m12;5;1;Rio de Janeiro;3304557;Capital;4
1;1;2004;2004m1;5;1;Rio de Janeiro;3304557;Capital;1
1;2;2004;2004m2;5;1;Rio de Janeiro;3304557;Capital;2
1;3;2004;2004m3;5;1;Rio de Janeiro;3304557;Capital;4
1;4;2004;2004m4;5;1;Rio de Janeiro;3304557;Capital;3
1;5;2004;2004m5;5;1;Rio de Janeiro;3304557;Capital;0
1;6;2004;2004m6;5;1;Rio de Janeiro;3304557;Capital;1
1;7;2004;2004m7;5;1;Rio de Janeiro;3304557;Capital;1
1;8;2004;2004m8;5;1;Rio de Janeiro;3304557;Capital;3
1;9;2004;2004m9;5;1;Rio de Janeiro;3304557;Capital;3
1;10;2004;2004m10;5;1;Rio de Janeiro;3304557;Capital;0
1;11;2004;2004m11;5;1;Rio de Janeiro;3304557;Capital;2
1;12;2004;2004m12;5;1;Rio de Janeiro;3304557;Capital;5
1;1;2005;2005m1;5;1;Rio de Janeiro;3304557;Capital;0
1;2;2005;2005m2;5;1;Rio de Janeiro;3304557;Capital;1
1;3;2005;2005m3;5;1;Rio de Janeiro;3304557;Capital;11
1;4;2005;2005m4;5;1;Rio de Janeiro;3304557;Capital;3
1;5;2005;2005m5;5;1;Rio de Janeiro;3304557;Capital;1
1;6;2005;2005m6;5;1;Rio de Janeiro;3304557;Capital;3
1;7;2005;2005m7;5;1;Rio de Janeiro;3304557;Capital;5
1;8;2005;2005m8;5;1;Rio de Janeiro;3304557;Capital;4
1;9;2005;2005m9;5;1;Rio de Janeiro;3304557;Capital;6
1;10;2005;2005m10;5;1;Rio de Janeiro;3304557;Capital;2
1;11;2005;2005m11;5;1;Rio de Janeiro;3304557;Capital;3
1;12;2005;2005m12;5;1;Rio de Janeiro;3304557;Capital;0
1;1;2006;2006m1;5;1;Rio de Janeiro;3304557;Capital;7
1;2;2006;2006m2;5;1;Rio de Janeiro;3304557;Capital;1
1;3;2006;2006m3;5;1;Rio de Janeiro;3304557;Capital;2
1;4;2006;2006m4;5;1;Rio de Janeiro;3304557;Capital;6
1;5;2006;2006m5;5;1;Rio de Janeiro;3304557;Capital;7
1;6;2006;2006m6;5;1;Rio de Janeiro;3304557;Capital;4
1;7;2006;2006m7;5;1;Rio de Janeiro;3304557;Capital;6
1;8;2006;2006m8;5;1;Rio de Janeiro;3304557;Capital;14
1;9;2006;2006m9;5;1;Rio de Janeiro;3304557;Capital;5
1;10;2006;2006m10;5;1;Rio de Janeiro;3304557;Capital;5
1;11;2006;2006m11;5;1;Rio de Janeiro;3304557;Capital;7
1;12;2006;2006m12;5;1;Rio de Janeiro;3304557;Capital;8
1;1;2007;2007m1;5;1;Rio de Janeiro;3304557;Capital;4
1;2;2007;2007m2;5;1;Rio de Janeiro;3304557;Capital;15
1;3;2007;2007m3;5;1;Rio de Janeiro;3304557;Capital;12
1;4;2007;2007m4;5;1;Rio de Janeiro;3304557;Capital;8
1;5;2007;2007m5;5;1;Rio de Janeiro;3304557;Capital;12
1;6;2007;2007m6;5;1;Rio de Janeiro;3304557;Capital;9
1;7;2007;2007m7;5;1;Rio de Janeiro;3304557;Capital;14
1;8;2007;2007m8;5;1;Rio de Janeiro;3304557;Capital;6
1;9;2007;2007m9;5;1;Rio de Janeiro;3304557;Capital;13
1;10;2007;2007m10;5;1;Rio de Janeiro;3304557;Capital;11
1;11;2007;2007m11;5;1;Rio de Janeiro;3304557;Capital;8
1;12;2007;2007m12;5;1;Rio de Janeiro;3304557;Capital;6
1;1;2008;2008m1;5;1;Rio de Janeiro;3304557;Capital;11
1;2;2008;2008m2;5;1;Rio de Janeiro;3304557;Capital;6
1;3;2008;2008m3;5;1;Rio de Janeiro;3304557;Capital;4
1;4;2008;2008m4;5;1;Rio de Janeiro;3304557;Capital;5
1;5;2008;2008m5;5;1;Rio de Janeiro;3304557;Capital;2
1;6;2008;2008m6;5;1;Rio de Janeiro;3304557;Capital;5
1;7;2008;2008m7;5;1;Rio de Janeiro;3304557;Capital;5
1;8;2008;2008m8;5;1;Rio de Janeiro;3304557;Capital;3
1;9;2008;2008m9;5;1;Rio de Janeiro;3304557;Capital;6
1;10;2008;2008m10;5;1;Rio de Janeiro;3304557;Capital;2
1;11;2008;2008m11;5;1;Rio de Janeiro;3304557;Capital;2
1;12;2008;2008m12;5;1;Rio de Janeiro;3304557;Capital;3
1;1;2009;2009m1;5;1;Rio de Janeiro;3304557;Capital;4
1;2;2009;2009m2;5;1;Rio de Janeiro;3304557;Capital;2
1;3;2009;2009m3;5;1;Rio de Janeiro;3304557;Capital;5
1;4;2009;2009m4;5;1;Rio de Janeiro;3304557;Capital;5
1;5;2009;2009m5;5;1;Rio de Janeiro;3304557;Capital;2
1;6;2009;2009m6;5;1;Rio de Janeiro;3304557;Capital;10
1;7;2009;2009m7;5;1;Rio de Janeiro;3304557;Capital;3
1;8;2009;2009m8;5;1;Rio de Janeiro;3304557;Capital;4
1;9;2009;2009m9;5;1;Rio de Janeiro;3304557;Capital;2
1;10;2009;2009m10;5;1;Rio de Janeiro;3304557;Capital;4
1;11;2009;2009m11;5;1;Rio de Janeiro;3304557;Capital;3
1;12;2009;2009m12;5;1;Rio de Janeiro;3304557;Capital;3
1;1;2010;2010m1;5;1;Rio de Janeiro;3304557;Capital;8
1;2;2010;2010m2;5;1;Rio de Janeiro;3304557;Capital;2
1;3;2010;2010m3;5;1;Rio de Janeiro;3304557;Capital;3
1;4;2010;2010m4;5;1;Rio de Janeiro;3304557;Capital;6
1;5;2010;2010m5;5;1;Rio de Janeiro;3304557;Capital;2
1;6;2010;2010m6;5;1;Rio de Janeiro;3304557;Capital;21
1;7;2010;2010m7;5;1;Rio de Janeiro;3304557;Capital;33
1;8;2010;2010m8;5;1;Rio de Janeiro;3304557;Capital;5
1;9;2010;2010m9;5;1;Rio de Janeiro;3304557;Capital;16
1;10;2010;2010m10;5;1;Rio de Janeiro;3304557;Capital;6
1;11;2010;2010m11;5;1;Rio de Janeiro;3304557;Capital;6
1;12;2010;2010m12;5;1;Rio de Janeiro;3304557;Capital;10
1;1;2011;2011m1;5;1;Rio de Janeiro;3304557;Capital;8
1;2;2011;2011m2;5;1;Rio de Janeiro;3304557;Capital;4
1;3;2011;2011m3;5;1;Rio de Janeiro;3304557;Capital;5
1;4;2011;2011m4;5;1;Rio de Janeiro;3304557;Capital;4
1;5;2011;2011m5;5;1;Rio de Janeiro;3304557;Capital;3
1;6;2011;2011m6;5;1;Rio de Janeiro;3304557;Capital;5
1;7;2011;2011m7;5;1;Rio de Janeiro;3304557;Capital;3
1;8;2011;2011m8;5;1;Rio de Janeiro;3304557;Capital;3
1;9;2011;2011m9;5;1;Rio de Janeiro;3304557;Capital;2
1;10;2011;2011m10;5;1;Rio de Janeiro;3304557;Capital;0
1;11;2011;2011m11;5;1;Rio de Janeiro;3304557;Capital;2
1;12;2011;2011m12;5;1;Rio de Janeiro;3304557;Capital;2
1;1;2012;2012m1;5;1;Rio de Janeiro;3304557;Capital;1
1;2;2012;2012m2;5;1;Rio de Janeiro;3304557;Capital;1
1;3;2012;2012m3;5;1;Rio de Janeiro;3304557;Capital;0
1;4;2012;2012m4;5;1;Rio de Janeiro;3304557;Capital;4
1;5;2012;2012m5;5;1;Rio de Janeiro;3304557;Capital;3
1;6;2012;2012m6;5;1;Rio de Janeiro;3304557;Capital;4
1;7;2012;2012m7;5;1;Rio de Janeiro;3304557;Capital;1
1;8;2012;2012m8;5;1;Rio de Janeiro;3304557;Capital;2
1;9;2012;2012m9;5;1;Rio de Janeiro;3304557;Capital;2
1;10;2012;2012m10;5;1;Rio de Janeiro;3304557;Capital;1
1;11;2012;2012m11;5;1;Rio de Janeiro;3304557;Capital;3
1;12;2012;2012m12;5;1;Rio de Janeiro;3304557;Capital;3
1;1;2013;2013m1;5;1;Rio de Janeiro;3304557;Capital;5
1;2;2013;2013m2;5;1;Rio de Janeiro;3304557;Capital;1
1;3;2013;2013m3;5;1;Rio de Janeiro;3304557;Capital;1
1;4;2013;2013m4;5;1;Rio de Janeiro;3304557;Capital;2
1;5;2013;2013m5;5;1;Rio de Janeiro;3304557;Capital;0
1;6;2013;2013m6;5;1;Rio de Janeiro;3304557;Capital;1
1;7;2013;2013m7;5;1;Rio de Janeiro;3304557;Capital;1
1;8;2013;2013m8;5;1;Rio de Janeiro;3304557;Capital;3
1;9;2013;2013m9;5;1;Rio de Janeiro;3304557;Capital;2
1;10;2013;2013m10;5;1;Rio de Janeiro;3304557;Capital;4
1;11;2013;2013m11;5;1;Rio de Janeiro;3304557;Capital;4
1;12;2013;2013m12;5;1;Rio de Janeiro;3304557;Capital;2
1;1;2014;2014m1;5;1;Rio de Janeiro;3304557;Capital;5
1;2;2014;2014m2;5;1;Rio de Janeiro;3304557;Capital;4
1;3;2014;2014m3;5;1;Rio de Janeiro;3304557;Capital;3
1;4;2014;2014m4;5;1;Rio de Janeiro;3304557;Capital;1
1;5;2014;2014m5;5;1;Rio de Janeiro;3304557;Capital;5
1;6;2014;2014m6;5;1;Rio de Janeiro;3304557;Capital;3
1;7;2014;2014m7;5;1;Rio de Janeiro;3304557;Capital;9
1;8;2014;2014m8;5;1;Rio de Janeiro;3304557;Capital;4
1;9;2014;2014m9;5;1;Rio de Janeiro;3304557;Capital;1
1;10;2014;2014m10;5;1;Rio de Janeiro;3304557;Capital;4
1;11;2014;2014m11;5;1;Rio de Janeiro;3304557;Capital;3
1;12;2014;2014m12;5;1;Rio de Janeiro;3304557;Capital;8
1;1;2015;2015m1;5;1;Rio de Janeiro;3304557;Capital;1
1;2;2015;2015m2;5;1;Rio de Janeiro;3304557;Capital;7
1;3;2015;2015m3;5;1;Rio de Janeiro;3304557;Capital;3
1;4;2015;2015m4;5;1;Rio de Janeiro;3304557;Capital;4
1;5;2015;2015m5;5;1;Rio de Janeiro;3304557;Capital;3
1;6;2015;2015m6;5;1;Rio de Janeiro;3304557;Capital;0
1;7;2015;2015m7;5;1;Rio de Janeiro;3304557;Capital;1
1;8;2015;2015m8;5;1;Rio de Janeiro;3304557;Capital;3
1;9;2015;2015m9;5;1;Rio de Janeiro;3304557;Capital;2
1;10;2015;2015m10;5;1;Rio de Janeiro;3304557;Capital;3
1;11;2015;2015m11;5;1;Rio de Janeiro;3304557;Capital;3
1;12;2015;2015m12;5;1;Rio de Janeiro;3304557;Capital;1
1;1;2016;2016m1;5;1;Rio de Janeiro;3304557;Capital;4
1;2;2016;2016m2;5;1;Rio de Janeiro;3304557;Capital;2
1;3;2016;2016m3;5;1;Rio de Janeiro;3304557;Capital;3
1;4;2016;2016m4;5;1;Rio de Janeiro;3304557;Capital;1
1;5;2016;2016m5;5;1;Rio de Janeiro;3304557;Capital;3
1;6;2016;2016m6;5;1;Rio de Janeiro;3304557;Capital;2
1;7;2016;2016m7;5;1;Rio de Janeiro;3304557;Capital;2
1;8;2016;2016m8;5;1;Rio de Janeiro;3304557;Capital;3
1;9;2016;2016m9;5;1;Rio de Janeiro;3304557;Capital;1
1;10;2016;2016m10;5;1;Rio de Janeiro;3304557;Capital;5
1;11;2016;2016m11;5;1;Rio de Janeiro;3304557;Capital;3
1;12;2016;2016m12;5;1;Rio de Janeiro;3304557;Capital;4
1;1;2017;2017m1;5;1;Rio de Janeiro;3304557;Capital;0
1;2;2017;2017m2;5;1;Rio de Janeiro;3304557;Capital;0
1;3;2017;2017m3;5;1;Rio de Janeiro;3304557;Capital;3
1;4;2017;2017m4;5;1;Rio de Janeiro;3304557;Capital;1
1;5;2017;2017m5;5;1;Rio de Janeiro;3304557;Capital;2
1;6;2017;2017m6;5;1;Rio de Janeiro;3304557;Capital;6
1;7;2017;2017m7;5;1;Rio de Janeiro;3304557;Capital;2
1;8;2017;2017m8;5;1;Rio de Janeiro;3304557;Capital;2
1;9;2017;2017m9;5;1;Rio de Janeiro;3304557;Capital;2
1;10;2017;2017m10;5;1;Rio de Janeiro;3304557;Capital;1
1;11;2017;2017m11;5;1;Rio de Janeiro;3304557;Capital;0
1;12;2017;2017m12;5;1;Rio de Janeiro;3304557;Capital;1
1;1;2018;2018m1;5;1;Rio de Janeiro;3304557;Capital;1
1;2;2018;2018m2;5;1;Rio de Janeiro;3304557;Capital;1
1;3;2018;2018m3;5;1;Rio de Janeiro;3304557;Capital;1
1;4;2018;2018m4;5;1;Rio de Janeiro;3304557;Capital;0
1;5;2018;2018m5;5;1;Rio de Janeiro;3304557;Capital;1
1;6;2018;2018m6;5;1;Rio de Janeiro;3304557;Capital;2
1;7;2018;2018m7;5;1;Rio de Janeiro;3304557;Capital;1
1;8;2018;2018m8;5;1;Rio de Janeiro;3304557;Capital;0
1;9;2018;2018m9;5;1;Rio de Janeiro;3304557;Capital;1
1;10;2018;2018m10;5;1;Rio de Janeiro;3304557;Capital;1
1;11;2018;2018m11;5;1;Rio de Janeiro;3304557;Capital;0
1;12;2018;2018m12;5;1;Rio de Janeiro;3304557;Capital;0
1;1;2019;2019m1;5;1;Rio de Janeiro;3304557;Capital;1
1;2;2019;2019m2;5;1;Rio de Janeiro;3304557;Capital;2
1;3;2019;2019m3;5;1;Rio de Janeiro;3304557;Capital;1
1;4;2019;2019m4;5;1;Rio de Janeiro;3304557;Capital;0
1;5;2019;2019m5;5;1;Rio de Janeiro;3304557;Capital;1
1;6;2019;2019m6;5;1;Rio de Janeiro;3304557;Capital;2
1;7;2019;2019m7;5;1;Rio de Janeiro;3304557;Capital;1
1;8;2019;2019m8;5;1;Rio de Janeiro;3304557;Capital;2
1;9;2019;2019m9;5;1;Rio de Janeiro;3304557;Capital;2
1;10;2019;2019m10;5;1;Rio de Janeiro;3304557;Capital;0
1;11;2019;2019m11;5;1;Rio de Janeiro;3304557;Capital;1
1;12;2019;2019m12;5;1;Rio de Janeiro;3304557;Capital;2
4;1;2003;2003m1;5;1;Rio de Janeiro;3304557;Capital;1
4;2;2003;2003m2;5;1;Rio de Janeiro;3304557;Capital;2
4;3;2003;2003m3;5;1;Rio de Janeiro;3304557;Capital;0
4;4;2003;2003m4;5;1;Rio de Janeiro;3304557;Capital;1
4;5;2003;2003m5;5;1;Rio de Janeiro;3304557;Capital;2
4;6;2003;2003m6;5;1;Rio de Janeiro;3304557;Capital;1
4;7;2003;2003m7;5;1;Rio de Janeiro;3304557;Capital;3
4;8;2003;2003m8;5;1;Rio de Janeiro;3304557;Capital;1
4;9;2003;2003m9;5;1;Rio de Janeiro;3304557;Capital;0
4;10;2003;2003m10;5;1;Rio de Janeiro;3304557;Capital;3
4;11;2003;2003m11;5;1;Rio de Janeiro;3304557;Capital;4
4;12;2003;2003m12;5;1;Rio de Janeiro;3304557;Capital;15
4;1;2004;2004m1;5;1;Rio de Janeiro;3304557;Capital;3
4;2;2004;2004m2;5;1;Rio de Janeiro;3304557;Capital;6
4;3;2004;2004m3;5;1;Rio de Janeiro;3304557;Capital;8
4;4;2004;2004m4;5;1;Rio de Janeiro;3304557;Capital;5
4;5;2004;2004m5;5;1;Rio de Janeiro;3304557;Capital;10
4;6;2004;2004m6;5;1;Rio de Janeiro;3304557;Capital;5
4;7;2004;2004m7;5;1;Rio de Janeiro;3304557;Capital;6
4;8;2004;2004m8;5;1;Rio de Janeiro;3304557;Capital;4
4;9;2004;2004m9;5;1;Rio de Janeiro;3304557;Capital;7
4;10;2004;2004m10;5;1;Rio de Janeiro;3304557;Capital;1
4;11;2004;2004m11;5;1;Rio de Janeiro;3304557;Capital;4
4;12;2004;2004m12;5;1;Rio de Janeiro;3304557;Capital;5
4;1;2005;2005m1;5;1;Rio de Janeiro;3304557;Capital;4
4;2;2005;2005m2;5;1;Rio de Janeiro;3304557;Capital;4
4;3;2005;2005m3;5;1;Rio de Janeiro;3304557;Capital;4
4;4;2005;2005m4;5;1;Rio de Janeiro;3304557;Capital;5
4;5;2005;2005m5;5;1;Rio de Janeiro;3304557;Capital;5
4;6;2005;2005m6;5;1;Rio de Janeiro;3304557;Capital;7
4;7;2005;2005m7;5;1;Rio de Janeiro;3304557;Capital;8
4;8;2005;2005m8;5;1;Rio de Janeiro;3304557;Capital;11
4;9;2005;2005m9;5;1;Rio de Janeiro;3304557;Capital;3
4;10;2005;2005m10;5;1;Rio de Janeiro;3304557;Capital;7
4;11;2005;2005m11;5;1;Rio de Janeiro;3304557;Capital;3
4;12;2005;2005m12;5;1;Rio de Janeiro;3304557;Capital;5
4;1;2006;2006m1;5;1;Rio de Janeiro;3304557;Capital;3
4;2;2006;2006m2;5;1;Rio de Janeiro;3304557;Capital;5
4;3;2006;2006m3;5;1;Rio de Janeiro;3304557;Capital;2
4;4;2006;2006m4;5;1;Rio de Janeiro;3304557;Capital;3
4;5;2006;2006m5;5;1;Rio de Janeiro;3304557;Capital;2
4;6;2006;2006m6;5;1;Rio de Janeiro;3304557;Capital;0
4;7;2006;2006m7;5;1;Rio de Janeiro;3304557;Capital;3
4;8;2006;2006m8;5;1;Rio de Janeiro;3304557;Capital;1
4;9;2006;2006m9;5;1;Rio de Janeiro;3304557;Capital;0
4;10;2006;2006m10;5;1;Rio de Janeiro;3304557;Capital;2
4;11;2006;2006m11;5;1;Rio de Janeiro;3304557;Capital;1
4;12;2006;2006m12;5;1;Rio de Janeiro;3304557;Capital;1
4;1;2007;2007m1;5;1;Rio de Janeiro;3304557;Capital;3
4;2;2007;2007m2;5;1;Rio de Janeiro;3304557;Capital;1
4;3;2007;2007m3;5;1;Rio de Janeiro;3304557;Capital;1
4;4;2007;2007m4;5;1;Rio de Janeiro;3304557;Capital;0
4;5;2007;2007m5;5;1;Rio de Janeiro;3304557;Capital;2
4;6;2007;2007m6;5;1;Rio de Janeiro;3304557;Capital;4
4;7;2007;2007m7;5;1;Rio de Janeiro;3304557;Capital;5
4;8;2007;2007m8;5;1;Rio de Janeiro;3304557;Capital;5
4;9;2007;2007m9;5;1;Rio de Janeiro;3304557;Capital;0
4;10;2007;2007m10;5;1;Rio de Janeiro;3304557;Capital;1
4;11;2007;2007m11;5;1;Rio de Janeiro;3304557;Capital;2
4;12;2007;2007m12;5;1;Rio de Janeiro;3304557;Capital;2
4;1;2008;2008m1;5;1;Rio de Janeiro;3304557;Capital;4
4;2;2008;2008m2;5;1;Rio de Janeiro;3304557;Capital;1
4;3;2008;2008m3;5;1;Rio de Janeiro;3304557;Capital;1
4;4;2008;2008m4;5;1;Rio de Janeiro;3304557;Capital;3
4;5;2008;2008m5;5;1;Rio de Janeiro;3304557;Capital;1
4;6;2008;2008m6;5;1;Rio de Janeiro;3304557;Capital;1
4;7;2008;2008m7;5;1;Rio de Janeiro;3304557;Capital;0
4;8;2008;2008m8;5;1;Rio de Janeiro;3304557;Capital;3
4;9;2008;2008m9;5;1;Rio de Janeiro;3304557;Capital;0
4;10;2008;2008m10;5;1;Rio de Janeiro;3304557;Capital;3
4;11;2008;2008m11;5;1;Rio de Janeiro;3304557;Capital;1
4;12;2008;2008m12;5;1;Rio de Janeiro;3304557;Capital;2
4;1;2009;2009m1;5;1;Rio de Janeiro;3304557;Capital;3
4;2;2009;2009m2;5;1;Rio de Janeiro;3304557;Capital;0
4;3;2009;2009m3;5;1;Rio de Janeiro;3304557;Capital;0
4;4;2009;2009m4;5;1;Rio de Janeiro;3304557;Capital;3
4;5;2009;2009m5;5;1;Rio de Janeiro;3304557;Capital;1
4;6;2009;2009m6;5;1;Rio de Janeiro;3304557;Capital;2
4;7;2009;2009m7;5;1;Rio de Janeiro;3304557;Capital;1
4;8;2009;2009m8;5;1;Rio de Janeiro;3304557;Capital;3
4;9;2009;2009m9;5;1;Rio de Janeiro;3304557;Capital;2
4;10;2009;2009m10;5;1;Rio de Janeiro;3304557;Capital;0
4;11;2009;2009m11;5;1;Rio de Janeiro;3304557;Capital;1
4;12;2009;2009m12;5;1;Rio de Janeiro;3304557;Capital;1
4;1;2010;2010m1;5;1;Rio de Janeiro;3304557;Capital;3
4;2;2010;2010m2;5;1;Rio de Janeiro;3304557;Capital;2
4;3;2010;2010m3;5;1;Rio de Janeiro;3304557;Capital;2
4;4;2010;2010m4;5;1;Rio de Janeiro;3304557;Capital;0
4;5;2010;2010m5;5;1;Rio de Janeiro;3304557;Capital;2
4;6;2010;2010m6;5;1;Rio de Janeiro;3304557;Capital;1
4;7;2010;2010m7;5;1;Rio de Janeiro;3304557;Capital;0
4;8;2010;2010m8;5;1;Rio de Janeiro;3304557;Capital;2
4;9;2010;2010m9;5;1;Rio de Janeiro;3304557;Capital;0
4;10;2010;2010m10;5;1;Rio de Janeiro;3304557;Capital;2
4;11;2010;2010m11;5;1;Rio de Janeiro;3304557;Capital;2
4;12;2010;2010m12;5;1;Rio de Janeiro;3304557;Capital;0
4;1;2011;2011m1;5;1;Rio de Janeiro;3304557;Capital;0
4;2;2011;2011m2;5;1;Rio de Janeiro;3304557;Capital;2
4;3;2011;2011m3;5;1;Rio de Janeiro;3304557;Capital;1
4;4;2011;2011m4;5;1;Rio de Janeiro;3304557;Capital;0
4;5;2011;2011m5;5;1;Rio de Janeiro;3304557;Capital;0
4;6;2011;2011m6;5;1;Rio de Janeiro;3304557;Capital;1
4;7;2011;2011m7;5;1;Rio de Janeiro;3304557;Capital;1
4;8;2011;2011m8;5;1;Rio de Janeiro;3304557;Capital;0
4;9;2011;2011m9;5;1;Rio de Janeiro;3304557;Capital;3
4;10;2011;2011m10;5;1;Rio de Janeiro;3304557;Capital;0
4;11;2011;2011m11;5;1;Rio de Janeiro;3304557;Capital;1
4;12;2011;2011m12;5;1;Rio de Janeiro;3304557;Capital;1
4;1;2012;2012m1;5;1;Rio de Janeiro;3304557;Capital;1
4;2;2012;2012m2;5;1;Rio de Janeiro;3304557;Capital;1
4;3;2012;2012m3;5;1;Rio de Janeiro;3304557;Capital;0
4;4;2012;2012m4;5;1;Rio de Janeiro;3304557;Capital;1
4;5;2012;2012m5;5;1;Rio de Janeiro;3304557;Capital;0
4;6;2012;2012m6;5;1;Rio de Janeiro;3304557;Capital;2
4;7;2012;2012m7;5;1;Rio de Janeiro;3304557;Capital;1
4;8;2012;2012m8;5;1;Rio de Janeiro;3304557;Capital;1
4;9;2012;2012m9;5;1;Rio de Janeiro;3304557;Capital;1
4;10;2012;2012m10;5;1;Rio de Janeiro;3304557;Capital;2
4;11;2012;2012m11;5;1;Rio de Janeiro;3304557;Capital;0
4;12;2012;2012m12;5;1;Rio de Janeiro;3304557;Capital;1
4;1;2013;2013m1;5;1;Rio de Janeiro;3304557;Capital;2
4;2;2013;2013m2;5;1;Rio de Janeiro;3304557;Capital;0
4;3;2013;2013m3;5;1;Rio de Janeiro;3304557;Capital;0
4;4;2013;2013m4;5;1;Rio de Janeiro;3304557;Capital;0
4;5;2013;2013m5;5;1;Rio de Janeiro;3304557;Capital;2
4;6;2013;2013m6;5;1;Rio de Janeiro;3304557;Capital;1
4;7;2013;2013m7;5;1;Rio de Janeiro;3304557;Capital;1
4;8;2013;2013m8;5;1;Rio de Janeiro;3304557;Capital;0
4;9;2013;2013m9;5;1;Rio de Janeiro;3304557;Capital;0
4;10;2013;2013m10;5;1;Rio de Janeiro;3304557;Capital;1
4;11;2013;2013m11;5;1;Rio de Janeiro;3304557;Capital;1
4;12;2013;2013m12;5;1;Rio de Janeiro;3304557;Capital;1
4;1;2014;2014m1;5;1;Rio de Janeiro;3304557;Capital;3
4;2;2014;2014m2;5;1;Rio de Janeiro;3304557;Capital;2
4;3;2014;2014m3;5;1;Rio de Janeiro;3304557;Capital;3
4;4;2014;2014m4;5;1;Rio de Janeiro;3304557;Capital;1
4;5;2014;2014m5;5;1;Rio de Janeiro;3304557;Capital;3
4;6;2014;2014m6;5;1;Rio de Janeiro;3304557;Capital;1
4;7;2014;2014m7;5;1;Rio de Janeiro;3304557;Capital;1
4;8;2014;2014m8;5;1;Rio de Janeiro;3304557;Capital;0
4;9;2014;2014m9;5;1;Rio de Janeiro;3304557;Capital;2
4;10;2014;2014m10;5;1;Rio de Janeiro;3304557;Capital;3
4;11;2014;2014m11;5;1;Rio de Janeiro;3304557;Capital;3
4;12;2014;2014m12;5;1;Rio de Janeiro;3304557;Capital;4
4;1;2015;2015m1;5;1;Rio de Janeiro;3304557;Capital;3
4;2;2015;2015m2;5;1;Rio de Janeiro;3304557;Capital;3
4;3;2015;2015m3;5;1;Rio de Janeiro;3304557;Capital;4
4;4;2015;2015m4;5;1;Rio de Janeiro;3304557;Capital;0
4;5;2015;2015m5;5;1;Rio de Janeiro;3304557;Capital;2
4;6;2015;2015m6;5;1;Rio de Janeiro;3304557;Capital;4
4;7;2015;2015m7;5;1;Rio de Janeiro;3304557;Capital;1
4;8;2015;2015m8;5;1;Rio de Janeiro;3304557;Capital;0
4;9;2015;2015m9;5;1;Rio de Janeiro;3304557;Capital;1
4;10;2015;2015m10;5;1;Rio de Janeiro;3304557;Capital;2
4;11;2015;2015m11;5;1;Rio de Janeiro;3304557;Capital;0
4;12;2015;2015m12;5;1;Rio de Janeiro;3304557;Capital;4
4;1;2016;2016m1;5;1;Rio de Janeiro;3304557;Capital;2
4;2;2016;2016m2;5;1;Rio de Janeiro;3304557;Capital;7
4;3;2016;2016m3;5;1;Rio de Janeiro;3304557;Capital;8
4;4;2016;2016m4;5;1;Rio de Janeiro;3304557;Capital;1
4;5;2016;2016m5;5;1;Rio de Janeiro;3304557;Capital;4
4;6;2016;2016m6;5;1;Rio de Janeiro;3304557;Capital;0
4;7;2016;2016m7;5;1;Rio de Janeiro;3304557;Capital;2
4;8;2016;2016m8;5;1;Rio de Janeiro;3304557;Capital;2
4;9;2016;2016m9;5;1;Rio de Janeiro;3304557;Capital;9
4;10;2016;2016m10;5;1;Rio de Janeiro;3304557;Capital;4
4;11;2016;2016m11;5;1;Rio de Janeiro;3304557;Capital;1
4;12;2016;2016m12;5;1;Rio de Janeiro;3304557;Capital;9
4;1;2017;2017m1;5;1;Rio de Janeiro;3304557;Capital;0
4;2;2017;2017m2;5;1;Rio de Janeiro;3304557;Capital;1
4;3;2017;2017m3;5;1;Rio de Janeiro;3304557;Capital;1
4;4;2017;2017m4;5;1;Rio de Janeiro;3304557;Capital;2
4;5;2017;2017m5;5;1;Rio de Janeiro;3304557;Capital;2
4;6;2017;2017m6;5;1;Rio de Janeiro;3304557;Capital;1
4;7;2017;2017m7;5;1;Rio de Janeiro;3304557;Capital;1
4;8;2017;2017m8;5;1;Rio de Janeiro;3304557;Capital;1
4;9;2017;2017m9;5;1;Rio de Janeiro;3304557;Capital;1
4;10;2017;2017m10;5;1;Rio de Janeiro;3304557;Capital;0
4;11;2017;2017m11;5;1;Rio de Janeiro;3304557;Capital;0
4;12;2017;2017m12;5;1;Rio de Janeiro;3304557;Capital;1
4;1;2018;2018m1;5;1;Rio de Janeiro;3304557;Capital;1
4;2;2018;2018m2;5;1;Rio de Janeiro;3304557;Capital;0
4;3;2018;2018m3;5;1;Rio de Janeiro;3304557;Capital;2
